Time;Active Instrument A Channel 4 Voltage Avg;Active Instrument A Channel 4 Current Avg;Active Instrument A Channel 4 Power Avg
1.20623104;3.451351166;0.101872392;0.351597399
1.20723456;3.458349943;0.10184294;0.352208525
1.20823808;3.465406179;0.101816215;0.352834539
1.2092416;3.472454786;0.101768203;0.353385484
1.21024512;3.479367018;0.101758473;0.354055073
1.21124864;3.486352205;0.10178858;0.354870842
1.21225216;3.493345022;0.101828538;0.355722216
1.21325568;3.500270844;0.10177885;0.356253541
1.2142592;3.507417679;0.101771452;0.356954988
1.21526272;3.514340401;0.101754576;0.357600217
1.21626624;3.521380901;0.101712152;0.358167231
1.21726976;3.528613329;0.101674266;0.358769171
1.21827328;3.535470963;0.10166388;0.359429696
1.2192768;3.542487383;0.101664662;0.360145784
1.22028032;3.549649715;0.101673357;0.360904803
1.22128384;3.556461811;0.101698525;0.361686921
1.22228736;3.563607454;0.10165298;0.362251317
1.22329088;3.570683956;0.101619899;0.362852544
1.2242944;3.577750921;0.101588115;0.363456972
1.22529792;3.584796429;0.10153465;0.36398105
1.22630144;3.591739893;0.101521164;0.364637615
1.22730496;3.598664522;0.101508178;0.365293878
1.22830848;3.605769634;0.1015523;0.3661742
1.229312;3.612736225;0.1015414;0.366842294
1.23031552;3.619755745;0.101528555;0.367508571
1.23131904;3.626987934;0.101508051;0.368168477
1.23232256;3.633875608;0.101456016;0.368678543
1.23332608;3.640883446;0.101409055;0.369218551
1.2343296;3.647968769;0.101377137;0.36982063
1.23533312;3.654844046;0.101402052;0.370608685
1.23633664;3.66190505;0.101381421;0.371249138
1.23734016;3.668900728;0.101371944;0.371923599
1.23834368;3.675876141;0.101359874;0.372586342
1.2393472;3.682933569;0.101378433;0.373370036
1.24035072;3.6899333;0.101331592;0.373906814
1.24135424;3.696853399;0.10129007;0.374454538
1.24235776;3.703792572;0.101238035;0.374964681
1.24336128;3.710902691;0.101251923;0.375736032
1.2443648;3.718063593;0.101244792;0.376434576
1.24536832;3.725268841;0.101266451;0.377244755
1.24637184;3.732341528;0.101234406;0.377841378
1.24737536;3.739207983;0.101251408;0.378600075
1.24837888;3.746314764;0.101195358;0.379109663
1.2493824;3.753287554;0.101138778;0.379602917
1.25038592;3.760318279;0.101147726;0.380347644
1.25138944;3.767238379;0.101086102;0.380815445
1.25239296;3.774285793;0.101094149;0.381558211
1.25339648;3.781280756;0.101102963;0.382298689
1.2544;3.788391352;0.101105303;0.383026454
1.25540352;3.795325041;0.101093493;0.383682667
1.25640704;3.802440643;0.101077661;0.384341806
1.25741056;3.809397459;0.101017594;0.384816167
1.25841408;3.816372871;0.100959852;0.385300442
1.2594176;3.823358059;0.100946359;0.385954076
1.26042112;3.830573797;0.100961275;0.386739616
1.26142464;3.837394953;0.100951418;0.387390463
1.26242816;3.844529867;0.10097646;0.388207015
1.26343168;3.851556778;0.100951545;0.388820607
1.2644352;3.85864687;0.100942463;0.389501318
1.26543872;3.865587473;0.100896925;0.390025888
1.26644224;3.872581244;0.100844763;0.390529539
1.26744576;3.879693985;0.100798443;0.391067113
1.26844928;3.886644363;0.100791432;0.391740451
1.2694528;3.893769503;0.100803502;0.392505601
1.27045632;3.900732279;0.10083802;0.393342121
1.27145984;3.907549143;0.100794159;0.393858129
1.27246336;3.914667606;0.100770287;0.394482179
1.27346688;3.92177844;0.100745894;0.395103075
1.2744704;3.928747177;0.100692049;0.395593602
1.27547392;3.935905218;0.100653641;0.396163191
1.27647744;3.942960739;0.100627296;0.396769476
1.27748096;3.949937105;0.100604333;0.397380788
1.27848448;3.956832647;0.10063158;0.39818232
1.279488;3.963919163;0.100627556;0.398879499
1.28049152;3.97091794;0.100608222;0.399506994
1.28149504;3.977979898;0.100571893;0.400072969
1.28249856;3.984838724;0.100543089;0.400647995
1.28350208;3.991952181;0.100477956;0.401103197
1.2845056;3.999029875;0.100459665;0.401741202
1.28550912;4.00603056;0.100439288;0.402362856
1.28651264;4.013100624;0.10044539;0.403097456
1.28751616;4.020129681;0.100438379;0.403775307
1.28851968;4.027135849;0.10041853;0.404399064
